,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
665,666,666,J874798,89c65c00-c468-4127-982d-5a940be3c00c,Bremond,TX,Robertson,76629,31.15492,-96.6554,1627,Rural,America/Chicago,"Teacher, secondary school",2.0,53,Bachelor's Degree,Full Time,111380.52,Never Married,Male,No,35.50576422,15,0,0.0,Yes,Two Year,No,No,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,1.846161288,110.3551222,333.3304389,3,2,3,3,3,4,2,5
680,681,681,R974562,fe5877f9-b500-420e-bc59-b9cce97690ce,Terre Hill,PA,Lancaster,17581,40.15852,-76.04965,846,Rural,America/New_York,"Scientist, audiological",1.0,76,Regular High School Diploma,Part Time,114609.0,Never Married,Female,No,8.226637607,9,1,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,7.320050181,92.53947933,954.4058631,5,4,5,3,4,3,3,2
681,682,682,P942401,2898f2bb-bc41-4b0e-9ccd-54621e683bb2,Carnation,WA,King,98014,47.66122,-121.89445,6911,Suburban,America/Los_Angeles,Transport planner,1.0,56,"Some College, Less than 1 Year",Full Time,90059.86,Married,Male,Yes,8.656572831,10,0,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,8.886453729,127.236577,1390.292533,3,2,3,3,3,3,4,3
688,689,689,G755151,a474b662-a096-453e-8d78-fe09a52560c0,Mount Solon,VA,Augusta,22843,38.36852,-79.16036,2476,Rural,America/New_York,Retail manager,2.0,53,Regular High School Diploma,Full Time,168097.1,Widowed,Female,No,10.45345249,12,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,8.019086021,192.2308161,985.0943424,3,3,4,3,2,4,3,1
716,717,717,M771027,2abc3b28-c691-4023-aa4b-98f1186945f1,Lagrange,GA,Troup,30241,33.0222,-84.95167,25266,Rural,America/New_York,"Engineer, petroleum",1.0,87,Professional School Degree,Full Time,84826.6,Divorced,Male,Yes,7.549343064,12,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),16.75922789,275.0701016,2064.474901,3,2,4,3,2,4,4,4
724,725,725,H969956,96f826c7-e41c-4c98-87e8-d683a0af86b4,Ravenden,AR,Lawrence,72459,36.28904,-91.29831,1380,Suburban,America/Chicago,Solicitor,0.0,49,No Schooling Completed,Full Time,96022.76,Separated,Male,Yes,10.15405361,13,2,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,9.758067608,184.5719882,1619.817463,4,4,4,3,4,3,4,4
740,741,741,Z719846,4e3661de-a8d3-400c-8099-9cf6658c4fdf,Oakland,CA,Alameda,94601,37.7767,-122.2184,52299,Rural,America/Los_Angeles,English as a foreign language teacher,1.0,55,GED or Alternative Credential,Part Time,88666.42,Married,Male,No,10.29307259,16,2,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),2.282601557,126.8379715,3382.424,3,1,4,3,3,3,5,3
742,743,743,H298416,7e2a76c2-be33-42ab-adbb-4a1c791da424,Adrian,TX,Oldham,79001,35.32994,-102.78511,200,Urban,America/Chicago,"Nurse, learning disability",1.0,35,"9th Grade to 12th Grade, No Diploma",Full Time,112914.39,Widowed,Female,No,11.9328514,11,1,0.0,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,11.56648604,116.5950526,1663.371666,3,3,2,2,2,3,3,3
746,747,747,R346421,fdf2ff5b-5942-498b-8906-fbdd0bd7033c,Snow Hill,NC,Greene,28580,35.45272,-77.68336,12874,Urban,America/New_York,Government social research officer,1.0,53,Regular High School Diploma,Retired,106964.84,Married,Male,No,39.44794049,14,1,0.0,No,Month-to-month,No,No,DSL,No,No,No,No,Yes,No,No,No,No,Mailed Check,4.303745101,132.7633545,982.8832681,3,4,4,2,4,4,3,2
751,752,752,P341049,3396661f-8165-4bbb-bb55-c4c038e36dde,Houstonia,MO,Pettis,65333,38.90712,-93.3047,583,Rural,America/Chicago,Forest/woodland manager,2.0,53,Bachelor's Degree,Full Time,91141.18,Widowed,Female,Yes,8.681468516,13,0,0.0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,7.677648117,173.8328866,1166.469107,4,3,3,2,5,3,4,3
772,773,773,L452982,19cf1059-2c3b-4140-bd9b-ccf8a7e27204,Glencoe,MN,McLeod,55336,44.77085,-94.18112,7836,Rural,America/Chicago,Public relations officer,0.0,41,Bachelor's Degree,Full Time,78642.15,Divorced,Female,No,11.71354382,15,0,0.0,No,One year,No,No,None,Yes,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),8.446160069,103.1638296,886.3435693,3,3,2,5,2,3,3,4
783,784,784,J641339,007eebda-10ee-4d20-b7f6-f25c35ce9655,Waves,NC,Dare,27982,35.56512,-75.46629,54,Rural,America/New_York,Newspaper journalist,2.0,72,Master's Degree,Full Time,112245.07,Widowed,Female,Yes,9.115606227,15,0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,5.84055678,192.6258545,780.3612617,3,5,4,3,3,3,3,3
812,813,813,O186531,883c7cf4-40cc-483e-b8a1-1e7450f1954e,Grand Chain,IL,Pulaski,62941,37.24447,-88.98071,895,Urban,America/Chicago,Drilling engineer,1.0,39,Regular High School Diploma,Student,98173.49,Never Married,Female,Yes,7.542021992,15,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),5.786960464,208.667982,993.8801154,5,3,5,4,4,4,5,6
826,827,827,S297647,1943c61d-7a33-4a2a-988f-436a6cb4277c,Detroit,ME,Somerset,4929,44.76209,-69.31062,845,Urban,America/New_York,Audiological scientist,1.0,84,Doctorate Degree,Full Time,87580.83,Widowed,Male,Yes,8.358796602,15,0,1.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,3.831221517,206.0931479,767.1879493,4,5,4,2,2,4,6,2
829,830,830,E682726,cedb18f0-6255-424c-9594-c87fae41b2cd,Folsom,CA,Sacramento,95630,38.66707,-121.14176,76973,Rural,America/Los_Angeles,Lobbyist,1.0,56,"Some College, 1 or More Years, No Degree",Student,78944.18,Divorced,Male,Yes,9.484757655,17,2,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),8.654535873,195.1979023,1120.116258,5,3,4,4,5,4,3,3
914,915,915,E793032,a128c8b0-bd49-440f-9352-8554c4076c44,Flora Vista,NM,San Juan,87415,36.81831,-108.09743,1370,Rural,America/Denver,Maintenance engineer,1.0,53,Bachelor's Degree,Full Time,78537.66,Widowed,Male,Yes,15.54320284,9,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,4.173314039,222.6202437,1560.361086,3,4,3,3,5,2,3,3
920,921,921,J611355,54191fe7-92f7-406c-b5dc-9923773d269e,Malden,WA,Whitman,99149,47.21717,-117.46393,271,Rural,America/Los_Angeles,Applications developer,1.0,53,Master's Degree,Full Time,97592.52,Never Married,Female,Yes,9.719497895,11,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),12.81881129,194.9776198,1553.013845,3,3,4,1,4,3,4,2
933,934,934,K940748,f764c0b1-9476-4a02-b12a-e0b77d2e4aea,Valley Park,MS,Issaquena,39177,32.62288,-90.8004,142,Rural,America/Chicago,Immigration officer,1.0,64,GED or Alternative Credential,Student,83953.98,Separated,Female,No,10.91296778,14,2,0.0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,3.861708438,130.3230182,853.1123448,3,4,3,4,3,3,3,4
950,951,951,A385989,e2678b73-cc95-479b-8b68-62c87b90c135,Saint Paul,MN,Ramsey,55126,45.08478,-93.13255,26736,Urban,America/Chicago,Pension scheme manager,1.0,25,Bachelor's Degree,Part Time,113086.55,Divorced,Prefer not to answer,No,12.41951649,16,3,1.0,No,Two Year,No,Yes,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,2.253077812,149.2386503,534.5843758,4,4,4,3,3,3,3,4
954,955,955,N762754,3ca1047c-b359-42c0-8bb3-6b9b75e622ae,Groveton,TX,Trinity,75845,31.10075,-95.08953,3137,Suburban,America/Chicago,Investment analyst,10.0,53,"Some College, 1 or More Years, No Degree",Student,132139.98,Married,Male,Yes,9.974952065,16,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,17.34243942,256.0656776,2389.270826,3,3,3,3,3,5,4,3
957,958,958,I916859,331b0d9e-cdb1-4992-a8a1-59a0cff53cd4,Rowland,NC,Robeson,28383,34.5755,-79.26576,8854,Suburban,America/New_York,Professor Emeritus,0.0,53,"Some College, 1 or More Years, No Degree",Part Time,131500.47,Never Married,Male,Yes,11.80754139,16,1,1.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,16.66213522,219.5300045,1943.761302,5,3,4,5,2,5,5,2
964,965,965,J473225,894b0c4c-6682-4bdf-b439-093c95c406d1,Arlington,TX,Tarrant,76011,32.75425,-97.08254,22640,Urban,America/Chicago,Hospital pharmacist,3.0,29,Regular High School Diploma,Full Time,88584.08,Separated,Female,No,7.474806106,16,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),18.09905454,147.5988037,1738.098524,5,3,4,5,2,5,3,3
972,973,973,P726191,3222e653-c7e0-4239-8ca0-97bdd0945701,Camp Lejeune,NC,Onslow,28547,34.67125,-77.37368,25420,Suburban,America/New_York,Event organiser,8.0,53,Bachelor's Degree,Full Time,186035.04,Married,Male,Yes,6.168661925,12,2,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),2.258852671,233.8910909,1548.705967,3,4,5,5,2,4,3,5
994,995,995,B51907,9e57f9fb-68d3-4a2d-8eb5-6f93e8b6065c,Austin,TX,Travis,78742,30.24413,-97.6583,828,Urban,America/Chicago,"Development worker, community",3.0,74,Nursery School to 8th Grade,Part Time,109366.11,Divorced,Female,Yes,10.13276893,16,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,36.19603,225.954853,1464.182884,4,4,4,4,2,4,4,4
1000,1001,1001,D59575,387a8b3a-36b0-4939-acc3-b8d82f6f4828,Euclid,OH,Cuyahoga,44123,41.60379,-81.52419,16515,Rural,America/New_York,Community development worker,2.0,67,"Some College, Less than 1 Year",Retired,154718.85,Widowed,Female,Yes,10.1618691,6,0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),16.62593689,243.0378369,1919.29861,5,4,4,3,3,4,2,4
1020,1021,1021,I961815,1b6bb8ea-6006-4607-96c4-537d88b54af6,Brodnax,VA,Brunswick,23920,36.72431,-77.97676,3096,Suburban,America/New_York,Veterinary surgeon,0.0,84,Regular High School Diploma,Full Time,126236.18,Widowed,Male,No,11.40583358,13,0,2.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),36.19603,207.9759621,1604.372091,5,4,3,4,3,5,4,3
1047,1048,1048,W487861,ebf4ccf6-7e09-4712-988e-133c79cc45b9,Westville,OK,Adair,74965,35.99871,-94.62548,5055,Urban,America/Chicago,Arts administrator,0.0,19,"Some College, 1 or More Years, No Degree",Unemployed,86396.3,Separated,Female,Yes,11.65494626,17,0,0.0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Credit Card (automatic),7.904120653,114.4247733,892.0207872,1,1,3,3,2,3,3,5
1050,1051,1051,Z135438,1124e533-5383-4b86-89c5-fbb2dd6c42d0,Oceanside,OR,Tillamook,97134,45.45734,-123.96575,175,Rural,America/Los_Angeles,Orthoptist,1.0,19,Bachelor's Degree,Full Time,89527.4,Married,Female,No,13.87623762,8,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),18.05033087,91.61045708,2020.504216,5,5,5,5,3,3,3,4
1073,1074,1074,H450608,be2021a1-cb40-4c22-8642-1782f48a2e5f,John Day,OR,Grant,97845,44.40179,-118.90314,2857,Suburban,America/Los_Angeles,"Engineer, maintenance",1.0,64,"9th Grade to 12th Grade, No Diploma",Unemployed,81748.07,Separated,Female,Yes,11.72541939,5,1,0.0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,16.64037206,140.4215362,1996.643218,3,3,2,2,3,2,4,4
1083,1084,1084,J797305,cd292ab9-9ad9-49e4-a1a0-3e754018a028,Ponchatoula,LA,Tangipahoa,70454,30.40099,-90.37265,29440,Rural,America/Chicago,Exercise physiologist,1.0,31,Regular High School Diploma,Full Time,80892.92,Widowed,Female,No,11.48138748,15,0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,7.292787239,117.9762801,1281.533791,4,5,4,3,4,3,3,3
1087,1088,1088,Y162634,cbaed784-f5b5-4cb3-95be-29f40baab649,Sierra Blanca,TX,Hudspeth,79851,31.28841,-105.31974,1428,Rural,America/Denver,"Therapist, nutritional",0.0,53,GED or Alternative Credential,Full Time,79189.23,Divorced,Prefer not to answer,Yes,6.074883133,13,1,1.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,11.24061076,254.4026507,1882.523799,3,3,3,2,3,3,3,5
1092,1093,1093,B110246,4749f71c-1977-4588-91c6-d2f7ead469d5,Lexington,KY,Fayette,40513,38.01595,-84.60642,11100,Rural,America/New_York,Historic buildings inspector/conservation officer,0.0,76,Master's Degree,Full Time,96857.54,Never Married,Female,No,7.150022412,8,1,0.0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),19.98393473,182.5187844,1805.771781,5,3,4,5,4,4,3,3
1096,1097,1097,E555705,f37fccb9-9862-48bd-824e-f915f4bdbc16,San Ramon,CA,Contra Costa,94583,37.75515,-121.97273,35102,Suburban,America/Los_Angeles,Air broker,7.0,50,Associate's Degree,Part Time,162360.14,Never Married,Female,No,12.53895287,10,0,0.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,16.99923183,159.0346619,1761.052193,2,1,2,3,3,3,3,3
1115,1116,1116,W698821,010841a2-d700-4fc5-92fa-5a5c1e264a9c,Texhoma,OK,Texas,73949,36.57949,-101.92065,1523,Suburban,America/Chicago,Risk manager,3.0,53,Master's Degree,Full Time,132334.77,Separated,Male,No,13.3492891,9,0,0.0,No,One year,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,17.56356483,240.3377651,2136.125116,4,3,3,3,4,2,5,3
1143,1144,1144,M441485,a7359caf-aa9f-4c62-a621-f4d75580c1e8,Suches,GA,Union,30572,34.73542,-84.07324,796,Suburban,America/New_York,Fine artist,3.0,74,Nursery School to 8th Grade,Full Time,87428.18,Separated,Male,Yes,7.465039605,10,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,3.072369855,169.5127165,584.4226607,3,4,4,5,3,2,6,4
1151,1152,1152,I740366,6ae6b169-66e7-4f1f-bdc0-62b6e25933ed,Millersburg,PA,Dauphin,17061,40.56664,-76.91224,7104,Suburban,America/New_York,Chartered public finance accountant,0.0,53,"Some College, Less than 1 Year",Full Time,81833.68,Divorced,Male,No,15.54059157,16,1,0.0,Yes,One year,No,No,None,Yes,No,Yes,No,Yes,No,No,No,No,Bank Transfer(automatic),36.19603,96.90034521,1093.345316,4,4,4,4,3,3,4,3
1162,1163,1163,M241678,664db233-4d44-4041-a3f8-6a54a5add1bc,Pickerington,OH,Fairfield,43147,39.89927,-82.74211,41000,Rural,America/New_York,Sales promotion account executive,0.0,20,Regular High School Diploma,Unemployed,99100.1,Widowed,Female,Yes,9.113472201,5,0,0.0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),9.26064585,221.8189026,1821.82345,3,4,3,4,5,3,3,4
1167,1168,1168,A83621,90ab7210-7d95-4362-8a51-4417d707f7ad,Gunnison,CO,Gunnison,81230,38.42496,-106.95639,9718,Urban,America/Denver,Counselling psychologist,6.0,89,Bachelor's Degree,Full Time,90596.15,Divorced,Male,No,10.17747128,11,2,1.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Electronic Check,7.245906912,162.265173,879.9008247,2,4,2,4,4,2,3,1
1168,1169,1169,V813580,b0da6e58-d12f-4c83-b482-3dab0bc22124,East Dixfield,ME,Oxford,4227,44.55719,-70.29763,130,Urban,America/New_York,Musician,3.0,53,GED or Alternative Credential,Full Time,82251.92,Never Married,Male,Yes,5.908531276,11,0,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Yes,No,No,Bank Transfer(automatic),6.133827574,161.3021233,950.1312316,3,3,3,2,5,2,2,3
1199,1200,1200,D461453,7f014bd6-e9b1-44c2-be6b-6bd9c0fd9843,New Haven,OH,Huron,44850,41.03549,-82.68406,43,Suburban,America/New_York,Publishing rights manager,3.0,47,Regular High School Diploma,Full Time,85147.06,Divorced,Female,No,7.215238968,17,0,0.0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),3.811416865,129.6229228,1023.702263,4,5,3,4,4,3,4,3
1208,1209,1209,X512139,6ce7da1e-6be7-4b8d-9feb-11dc5a04a430,Folsom,WV,Wetzel,26348,39.45826,-80.56711,63,Urban,America/New_York,Food technologist,4.0,53,Bachelor's Degree,Unemployed,95197.4,Separated,Female,No,8.029623334,13,2,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),19.9235245,171.236663,2113.850791,2,4,2,3,4,3,2,4
1230,1231,1231,Q641611,c68e2a4f-10a3-4ab4-a3c8-15df150a9b08,Tremont,PA,Schuylkill,17981,40.63435,-76.39047,2747,Rural,America/New_York,"Engineer, technical sales",0.0,41,Regular High School Diploma,Full Time,98906.55,Separated,Female,No,9.141205239,11,0,0.0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),4.997365436,162.0664038,1154.892024,4,3,4,3,4,2,3,2
1246,1247,1247,Y313023,79769c65-6c01-45ea-a273-36250ca297a9,Troy,NY,Rensselaer,12182,42.80041,-73.6329,14928,Urban,America/New_York,"Engineer, mining",10.0,26,"Some College, 1 or More Years, No Degree",Retired,99800.11,Widowed,Male,No,5.693377204,10,2,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),10.36025557,183.2345817,1550.154506,4,4,4,3,3,3,4,3
1248,1249,1249,G18466,cdebfcfc-ab00-49fe-a53f-02af24626c2f,Avery,CA,Calaveras,95224,38.22528,-120.32711,166,Urban,America/Los_Angeles,Police officer,4.0,66,Regular High School Diploma,Full Time,82924.09,Separated,Male,Yes,9.372479553,18,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,2.694014031,157.0393459,526.38731,3,3,3,3,3,3,2,1
1257,1258,1258,W923132,04609ba0-0e75-48a7-a3c5-3051ed2d50ea,Hellertown,PA,Northampton,18055,40.58919,-75.29957,11631,Urban,America/New_York,Geographical information systems officer,8.0,86,"Some College, 1 or More Years, No Degree",Part Time,81116.14,Divorced,Male,No,7.78153002,14,1,0.0,No,Month-to-month,No,No,None,No,No,Yes,No,Yes,No,Yes,No,No,Bank Transfer(automatic),17.68782231,120.4892208,1976.347042,2,2,3,5,4,3,4,3
1288,1289,1289,U750518,39b31a8b-2bd8-409f-a05f-ca6e5c898957,Pride,LA,East Baton Rouge,70770,30.65024,-90.99729,3441,Rural,America/Chicago,"Designer, jewellery",1.0,47,Regular High School Diploma,Part Time,112031.33,Widowed,Male,No,11.02390165,14,1,0.0,No,One year,Yes,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,17.3999197,173.6768847,1935.461046,4,5,4,4,3,6,6,5
1297,1298,1298,E505861,55c15886-fb37-4664-8da5-12e714d79601,Exeter,ME,Penobscot,4435,44.96435,-69.13539,1069,Urban,America/New_York,Forensic scientist,3.0,74,Regular High School Diploma,Unemployed,135171.31,Divorced,Female,No,5.33309079,10,0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,7.273510936,145.5043103,677.1757219,4,3,4,2,5,4,2,4
1301,1302,1302,A663417,a76302da-9afd-413f-bfa9-d79ac457031f,Brownsboro,TX,Henderson,75756,32.30402,-95.60002,4611,Suburban,America/Chicago,"Programmer, multimedia",0.0,26,Regular High School Diploma,Full Time,121993.18,Divorced,Female,No,14.63278501,10,2,0.0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,16.91776871,141.3408863,3382.424,5,5,5,6,3,6,4,5
1313,1314,1314,O521013,cfc954a5-d933-4308-a3df-1f026576dac1,Clayton,NM,Union,88415,36.31373,-103.32582,3546,Suburban,America/Denver,Psychiatric nurse,10.0,89,"Some College, Less than 1 Year",Full Time,80803.77,Divorced,Female,No,14.1921006,11,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,36.19603,160.5835461,1030.206721,3,3,4,4,3,5,3,4
1370,1371,1371,H887808,a8e9ddd9-7297-4541-90de-9d8b96156da8,Barnum,IA,Webster,50518,42.51496,-94.38605,442,Suburban,America/Chicago,Child psychotherapist,1.0,53,Regular High School Diploma,Full Time,115520.53,Married,Female,No,15.10518957,9,2,0.0,Yes,One year,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,9.941798485,150.4970324,1144.495358,6,5,4,5,2,5,4,4
1387,1388,1388,K816219,a6cbdf46-5f17-4d8a-8b3e-36ce9d62a6af,Goodwin,SD,Deuel,57238,44.87543,-96.86082,534,Urban,America/Chicago,Advertising account planner,1.0,53,Bachelor's Degree,Student,81622.91,Separated,Male,No,39.28864878,6,0,1.0,No,One year,Yes,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),12.48678964,230.4122922,1733.107782,2,2,4,4,4,2,1,2
1397,1398,1398,T628807,81db52f7-3854-412b-b967-c23b70060a52,Highland Mills,NY,Orange,10930,41.36485,-74.11533,8990,Urban,America/New_York,Further education lecturer,1.0,42,Bachelor's Degree,Full Time,92748.49,Divorced,Female,No,14.11721526,14,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Bank Transfer(automatic),12.33304231,124.7893166,1425.346946,3,5,3,4,2,3,3,4
1409,1410,1410,V250371,20002ec0-5ece-4cbc-8140-49f1b0bed057,Birmingham,AL,Jefferson,35235,33.62409,-86.64834,20926,Suburban,America/Chicago,"Psychologist, prison and probation services",1.0,53,Regular High School Diploma,Student,97462.46,Divorced,Male,No,13.42787801,13,0,0.0,No,One year,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,1.522691557,128.8102183,737.7421962,2,3,4,3,4,3,2,4
1434,1435,1435,J364503,bc38ba74-d0f1-4f1b-b463-0981f7473f64,Paicines,CA,San Benito,95043,36.52513,-120.96136,732,Suburban,America/Los_Angeles,Dancer,4.0,39,Regular High School Diploma,Student,96112.52,Married,Female,Yes,10.5107273,12,2,0.0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,1.915736733,119.47682,587.0970427,4,4,4,3,2,4,4,4
1453,1454,1454,G805398,f78e8493-dab0-4b6b-bb8b-2aeff410a100,East Mc Keesport,PA,Allegheny,15035,40.38491,-79.80712,2106,Suburban,America/New_York,Retail buyer,9.0,53,Regular High School Diploma,Full Time,106608.35,Married,Female,No,15.79721829,14,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),10.46452162,149.9747108,1374.793483,4,4,4,4,4,2,3,3
1466,1467,1467,A901418,4da09a4f-fd59-4943-b1bb-b75e4f0c403d,Milford,CT,New Haven,6461,41.23951,-73.07519,15074,Suburban,America/New_York,Field seismologist,0.0,58,Master's Degree,Unemployed,97057.93,Widowed,Prefer not to answer,No,9.801366179,13,0,1.0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,No,No,No,Electronic Check,36.19603,113.4410105,391.7847619,4,4,3,3,3,4,4,4
1475,1476,1476,K685926,0f1fb49b-cda3-4d9f-bc91-6419b278db4d,Unity,ME,Waldo,4988,44.59588,-69.35972,2348,Rural,America/New_York,Cartographer,4.0,60,Bachelor's Degree,Unemployed,89037.69,Divorced,Female,Yes,5.263997991,7,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),10.404813,222.1423971,3382.424,5,4,5,4,1,4,5,5
1491,1492,1492,D47888,5d4ad04a-ec9c-4185-82ec-ac3c3dfe2bd2,Pottersdale,PA,Clearfield,16871,41.18599,-78.02609,40,Rural,America/New_York,Mudlogger,1.0,51,Master's Degree,Part Time,149502.87,Separated,Male,Yes,13.36770487,14,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,36.19603,163.9743416,1203.486183,3,2,3,4,3,3,4,3
1514,1515,1515,S357067,c2d37ed7-e750-4405-b927-df493f0dfffc,Brilliant,AL,Marion,35548,34.06757,-87.75118,1704,Urban,America/Chicago,Housing manager/officer,0.0,53,Professional School Degree,Full Time,93561.74,Married,Female,Yes,7.98861557,12,1,0.0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,36.19603,182.4948437,942.5247889,4,4,3,5,3,5,2,4
